location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Brazil,BRA,2021-08-09,154190964,112476618,46160465,,1510935,1489744,71.61,52.24,21.44,,6919,934556,0.434
Brazil,BRA,2021-08-10,156399040,113880889,46980025,,2208076,1540064,72.64,52.89,21.82,,7153,963277,0.447
Brazil,BRA,2021-08-11,158422879,115251518,47644783,,2023839,1481198,73.58,53.53,22.13,,6879,941864,0.437
Brazil,BRA,2021-08-12,160674246,116780678,48383179,,2251367,1558748,74.62,54.24,22.47,,7239,1005004,0.467
Brazil,BRA,2021-08-13,162832096,118175020,49164242,,2157850,1617986,75.63,54.89,22.83,,7515,1047596,0.487
Brazil,BRA,2021-08-14,164215233,119132205,49606493,,1383137,1700292,76.27,55.33,23.04,,7897,1112784,0.517
Brazil,BRA,2021-08-15,164680217,119504650,49705914,,464984,1714313,76.48,55.5,23.09,,7962,1133990,0.527
Brazil,BRA,2021-08-16,166750328,120686544,50600926,,2070111,1794195,77.45,56.05,23.5,,8333,1172847,0.545
Brazil,BRA,2021-08-17,169753003,122541955,51771235,,3002675,1907709,78.84,56.91,24.04,,8860,1237295,0.575
Brazil,BRA,2021-08-18,171741149,123678883,52629848,,1988146,1902610,79.76,57.44,24.44,,8836,1203909,0.559
Brazil,BRA,2021-08-19,174263122,125160916,53680684,,2521973,1941268,80.93,58.13,24.93,,9016,1197177,0.556
Brazil,BRA,2021-08-20,176376890,126384146,54578690,,2113768,1934971,81.92,58.7,25.35,,8987,1172732,0.545
Brazil,BRA,2021-08-21,177587502,127168248,55013076,,1210612,1910324,82.48,59.06,25.55,,8872,1148006,0.533
Brazil,BRA,2021-08-22,178173214,127600937,55170955,,585712,1927571,82.75,59.26,25.62,,8952,1156612,0.537
Brazil,BRA,2021-08-23,180251675,128859272,55999780,,2078461,1928764,83.72,59.85,26.01,,8958,1167533,0.542
Brazil,BRA,2021-08-24,182654763,130267899,57002150,,2403088,1843109,84.83,60.5,26.47,,8560,1103706,0.513
Brazil,BRA,2021-08-25,184707573,131489509,57838947,,2052810,1852346,85.79,61.07,26.86,,8603,1115804,0.518
Brazil,BRA,2021-08-26,186102952,131918133,58811744,,1395379,1691404,86.43,61.27,27.31,,7856,965317,0.448
Brazil,BRA,2021-08-27,188045400,132939921,59746726,,1942448,1666930,87.34,61.74,27.75,,7742,936539,0.435
Brazil,BRA,2021-08-28,189376018,133608741,60412846,,1330618,1684074,87.95,62.05,28.06,,7821,920070,0.427
Brazil,BRA,2021-08-29,189971293,133947333,60672443,,595275,1685440,88.23,62.21,28.18,,7828,906628,0.421
Brazil,BRA,2021-08-30,191515901,134777145,61384034,,1544608,1609175,88.95,62.6,28.51,,7474,845410,0.393
Brazil,BRA,2021-08-31,194176380,136127045,62698760,,2660479,1645945,90.18,63.22,29.12,,7644,837021,0.389
Brazil,BRA,2021-09-01,196166473,137067385,63754375,,1990093,1636986,91.11,63.66,29.61,,7603,796839,0.37
Brazil,BRA,2021-09-02,198142390,137897705,64905651,282,1975917,1719920,92.03,64.05,30.14,0.0,7988,854225,0.397
Brazil,BRA,2021-09-03,200077775,138653061,66093601,373,1935385,1718911,92.92,64.4,30.7,0.0,7983,816163,0.379
Brazil,BRA,2021-09-04,201126108,139039441,66758831,537,1048333,1678584,93.41,64.58,31.01,0.0,7796,775814,0.36
Brazil,BRA,2021-09-05,201522079,139210778,66984704,780,395971,1650112,93.59,64.65,31.11,0.0,7664,751921,0.349
Brazil,BRA,2021-09-06,203024669,139985523,67702291,14059,1502590,1644110,94.29,65.01,31.44,0.01,7636,744054,0.346
Brazil,BRA,2021-09-07,203577189,140218809,68020838,17205,552520,1342973,94.55,65.12,31.59,0.01,6237,584538,0.271
Brazil,BRA,2021-09-08,205296045,140820674,69133319,25446,1718856,1304225,95.35,65.4,32.11,0.01,6057,536184,0.249
Brazil,BRA,2021-09-09,207509808,141565747,70594540,37195,2213763,1338203,96.38,65.75,32.79,0.02,6215,524006,0.243
Brazil,BRA,2021-09-10,209917761,142382292,72173074,52191,2407953,1405712,97.49,66.13,33.52,0.02,6529,532747,0.247
Brazil,BRA,2021-09-11,211223433,142798088,73050585,67596,1305672,1442475,98.1,66.32,33.93,0.03,6699,536950,0.249
Brazil,BRA,2021-09-12,211710814,142983971,73355123,68590,487381,1455534,98.33,66.41,34.07,0.03,6760,539028,0.25
Brazil,BRA,2021-09-13,213203733,143433748,74381040,88874,1492919,1454152,99.02,66.62,34.55,0.04,6754,492604,0.229
Brazil,BRA,2021-09-14,215338063,144100429,75814267,128791,2134330,1680125,100.01,66.93,35.21,0.06,7803,554517,0.258
Brazil,BRA,2021-09-15,217240047,144761529,76990802,197261,1901984,1706286,100.89,67.23,35.76,0.09,7925,562979,0.261
Brazil,BRA,2021-09-16,218735998,145238112,77988754,223085,1495951,1603741,101.59,67.45,36.22,0.1,7448,524624,0.244
Brazil,BRA,2021-09-17,221071595,146000277,79542916,249365,2335597,1593405,102.67,67.81,36.94,0.12,7400,516855,0.24
Brazil,BRA,2021-09-18,222156927,146371189,80250454,259046,1085332,1561928,103.18,67.98,37.27,0.12,7254,510443,0.237
Brazil,BRA,2021-09-19,222581680,146553215,80492254,260661,424753,1552981,103.38,68.07,37.38,0.12,7213,509892,0.237
Brazil,BRA,2021-09-20,223781527,146923305,81250428,334020,1199847,1511113,103.93,68.24,37.74,0.16,7018,498508,0.232
Brazil,BRA,2021-09-21,225592884,147473077,82467468,381549,1811357,1464974,104.77,68.49,38.3,0.18,6804,481807,0.224
Brazil,BRA,2021-09-22,227304555,147966925,83644344,427712,1711671,1437787,105.57,68.72,38.85,0.2,6678,457914,0.213
Brazil,BRA,2021-09-23,229100357,148510818,84869772,458735,1795802,1480623,106.4,68.97,39.42,0.21,6877,467529,0.217
Brazil,BRA,2021-09-24,230893002,148994474,86119839,520839,1792645,1403058,107.24,69.2,40.0,0.24,6516,427742,0.199
Brazil,BRA,2021-09-25,231983152,149386359,86796636,543561,1090150,1403746,107.74,69.38,40.31,0.25,6520,430739,0.2
Brazil,BRA,2021-09-26,232495892,149565073,87122476,552379,512740,1416316,107.98,69.46,40.46,0.26,6578,430265,0.2
Brazil,BRA,2021-09-27,233772505,149871708,87828174,818917,1276613,1427283,108.57,69.61,40.79,0.38,6629,421200,0.196
Brazil,BRA,2021-09-28,235617220,150382518,89101310,882537,1844715,1432048,109.43,69.84,41.38,0.41,6651,415634,0.193
Brazil,BRA,2021-09-29,237320144,150881737,90253376,937694,1702924,1430798,110.22,70.08,41.92,0.44,6645,416402,0.193
Brazil,BRA,2021-09-30,239190412,151420924,91430204,1095300,1870268,1441436,111.09,70.33,42.46,0.51,6695,415729,0.193
Brazil,BRA,2021-10-01,241200485,151901209,92759486,1302298,2010073,1472498,112.02,70.55,43.08,0.6,6839,415248,0.193
Brazil,BRA,2021-10-02,242252204,152166987,93442685,1407110,1051719,1467007,112.51,70.67,43.4,0.65,6813,397233,0.184
Brazil,BRA,2021-10-03,242632087,152277364,93674362,1445470,379883,1448028,112.69,70.72,43.51,0.67,6725,387470,0.18
Brazil,BRA,2021-10-04,243733571,152519888,94337578,1643658,1101484,1423009,113.2,70.84,43.81,0.76,6609,378311,0.176
Brazil,BRA,2021-10-05,245292452,152926450,95257454,1877233,1558881,1382176,113.92,71.03,44.24,0.87,6419,363419,0.169
Brazil,BRA,2021-10-06,247057054,153310124,96345260,2171857,1764602,1390987,114.74,71.2,44.75,1.01,6460,346912,0.161
Brazil,BRA,2021-10-07,248820533,153699490,97382944,2509515,1763479,1375732,115.56,71.38,45.23,1.17,6389,325509,0.151
Brazil,BRA,2021-10-08,250516351,154010913,98464451,2814838,1695818,1330838,116.35,71.53,45.73,1.31,6181,301386,0.14
Brazil,BRA,2021-10-09,251524115,154181567,99070817,3047975,1007764,1324559,116.82,71.61,46.01,1.42,6152,287797,0.134
Brazil,BRA,2021-10-10,252149684,154292724,99520881,3116010,625569,1359657,117.11,71.66,46.22,1.45,6315,287909,0.134
Brazil,BRA,2021-10-11,253164892,154580496,100085018,3281210,1015208,1347332,117.58,71.79,46.48,1.52,6258,294373,0.137
Brazil,BRA,2021-10-12,253561158,154693150,100324302,3326730,396266,1181244,117.76,71.85,46.59,1.55,5486,252386,0.117
Brazil,BRA,2021-10-13,254426529,154798792,100864092,3545399,865371,1052782,118.17,71.89,46.85,1.65,4890,212667,0.099
Brazil,BRA,2021-10-14,256762148,155526988,102264366,3755046,2335619,1134516,119.25,72.23,47.5,1.74,5269,261071,0.121
Brazil,BRA,2021-10-15,258849471,156015804,103527053,4093579,2087323,1190446,120.22,72.46,48.08,1.9,5529,286413,0.133
Brazil,BRA,2021-10-16,260157865,156313972,104314315,4320556,1308394,1233393,120.83,72.6,48.45,2.01,5728,304629,0.141
Brazil,BRA,2021-10-17,260683274,156420266,104630777,4428544,525409,1219084,121.07,72.65,48.59,2.06,5662,303935,0.141
Brazil,BRA,2021-10-18,261824131,156558619,105223364,4839664,1140857,1237034,121.6,72.71,48.87,2.25,5745,282589,0.131
Brazil,BRA,2021-10-19,263569544,156892317,106356335,5137429,1745413,1429769,122.41,72.87,49.4,2.39,6640,314167,0.146
Brazil,BRA,2021-10-20,265607325,157322792,107582227,5525142,2037781,1597257,123.36,73.07,49.97,2.57,7418,360571,0.167
Brazil,BRA,2021-10-21,266620080,157475037,108197260,5771569,1012755,1408276,123.83,73.14,50.25,2.68,6541,278293,0.129
Brazil,BRA,2021-10-22,267964026,157679997,108994434,6117946,1343946,1302079,124.45,73.23,50.62,2.84,6047,237742,0.11
Brazil,BRA,2021-10-23,268638494,157810514,109422127,6234557,674468,1211518,124.77,73.29,50.82,2.9,5627,213792,0.099
Brazil,BRA,2021-10-24,269442502,157986323,109945760,6340977,804008,1251318,125.14,73.38,51.06,2.94,5812,223722,0.104
Brazil,BRA,2021-10-25,271861944,158281322,111550520,6864893,2419442,1433973,126.26,73.51,51.81,3.19,6660,246100,0.114
Brazil,BRA,2021-10-26,273720279,158619663,112584033,7348675,1858335,1450105,127.13,73.67,52.29,3.41,6735,246764,0.115
Brazil,BRA,2021-10-27,275436454,158890656,113647161,7732904,1716175,1404161,127.92,73.8,52.78,3.59,6521,223981,0.104
Brazil,BRA,2021-10-28,277057532,159171324,114610870,8109625,1621078,1491065,128.68,73.93,53.23,3.77,6925,242327,0.113
Brazil,BRA,2021-10-29,278686713,159412919,115562494,8548187,1629181,1531812,129.43,74.04,53.67,3.97,7114,247560,0.115
Brazil,BRA,2021-10-30,279265141,159518249,115897379,8687173,578428,1518092,129.7,74.09,53.83,4.03,7051,243962,0.113
Brazil,BRA,2021-10-31,279666131,159589151,116117550,8798263,400990,1460518,129.89,74.12,53.93,4.09,6783,228975,0.106
Brazil,BRA,2021-11-01,279959241,159631476,116288959,8877862,293110,1156757,130.02,74.14,54.01,4.12,5372,192879,0.09
Brazil,BRA,2021-11-02,280181200,159667965,116399784,8952577,221959,922989,130.13,74.16,54.06,4.16,4287,149757,0.07
Brazil,BRA,2021-11-03,281228625,159792323,117020085,9256939,1047425,827453,130.61,74.21,54.35,4.3,3843,128810,0.06
Brazil,BRA,2021-11-04,282661800,160056071,117929773,9518430,1433175,800610,131.28,74.34,54.77,4.42,3718,126392,0.059
Brazil,BRA,2021-11-05,284683953,160333906,119243098,9942921,2022153,856749,132.22,74.47,55.38,4.62,3979,131570,0.061
Brazil,BRA,2021-11-06,285378181,160423951,119655284,10135262,694228,873291,132.54,74.51,55.57,4.71,4056,129386,0.06
Brazil,BRA,2021-11-07,285943124,160707880,119901571,10172914,564943,896713,132.8,74.64,55.69,4.72,4165,159818,0.074
Brazil,BRA,2021-11-08,287531811,160971992,120880423,10547189,1588687,1081796,133.54,74.76,56.14,4.9,5024,191502,0.089
Brazil,BRA,2021-11-09,288956195,161179478,121738604,10886116,1424384,1253571,134.2,74.86,56.54,5.06,5822,215930,0.1
Brazil,BRA,2021-11-10,290429521,161412780,122635903,11230958,1473326,1314414,134.89,74.97,56.96,5.22,6105,231494,0.108
Brazil,BRA,2021-11-11,292021210,161690791,123598784,11584564,1591689,1337059,135.63,75.1,57.4,5.38,6210,233531,0.108
Brazil,BRA,2021-11-12,293253508,161743151,124416550,11947900,1232298,1224222,136.2,75.12,57.78,5.55,5686,201321,0.094
Brazil,BRA,2021-11-13,293936446,161814220,124872035,12105575,682938,1222609,136.52,75.15,58.0,5.62,5678,198610,0.092
Brazil,BRA,2021-11-14,294339583,161908494,125123667,12162832,403137,1199494,136.7,75.2,58.11,5.65,5571,171516,0.08
Brazil,BRA,2021-11-15,294928227,161973124,125467475,12343281,588644,1056631,136.98,75.23,58.27,5.73,4907,143019,0.066
Brazil,BRA,2021-11-16,295624622,162028086,125915845,12537109,696395,952632,137.3,75.25,58.48,5.82,4424,121230,0.056
Brazil,BRA,2021-11-17,297253230,162257537,126961439,12891623,1628608,974816,138.06,75.36,58.97,5.99,4527,120680,0.056
Brazil,BRA,2021-11-18,298447729,162397679,127639599,13268488,1194499,918074,138.61,75.42,59.28,6.16,4264,100984,0.047
Brazil,BRA,2021-11-19,299734733,162554502,128377050,13665714,1287004,925889,139.21,75.5,59.62,6.35,4300,115907,0.054
Brazil,BRA,2021-11-20,300573489,162688776,128851409,13896415,838756,948149,139.6,75.56,59.84,6.45,4404,124937,0.058
Brazil,BRA,2021-11-21,301182753,162812584,129200205,14033709,609264,977596,139.88,75.62,60.01,6.52,4540,129156,0.06
Brazil,BRA,2021-11-22,302331069,162957786,129832016,14406374,1148316,1057549,140.41,75.68,60.3,6.69,4912,140666,0.065
Brazil,BRA,2021-11-23,303515430,163108526,130530871,14741803,1184361,1127258,140.96,75.75,60.62,6.85,5235,154349,0.072
Brazil,BRA,2021-11-24,304659197,163216460,131215922,15093083,1143767,1057995,141.5,75.8,60.94,7.01,4914,136989,0.064
Brazil,BRA,2021-11-25,305503188,163342820,131709249,15316348,843991,1007923,141.89,75.86,61.17,7.11,4681,135020,0.063
Brazil,BRA,2021-11-26,306741882,163546806,132395866,15662595,1238694,1001021,142.46,75.96,61.49,7.27,4649,141758,0.066
Brazil,BRA,2021-11-27,307205318,163607249,132667094,15794900,463436,947404,142.68,75.99,61.62,7.34,4400,131210,0.061
Brazil,BRA,2021-11-28,307583387,163684746,132895365,15889956,378069,914376,142.85,76.02,61.72,7.38,4247,124595,0.058
Brazil,BRA,2021-11-29,307817825,163706613,133029594,15967140,234438,783822,142.96,76.03,61.78,7.42,3640,106975,0.05
Brazil,BRA,2021-11-30,309486607,163926497,133911230,16537956,1668782,853025,143.74,76.13,62.19,7.68,3962,116853,0.054
Brazil,BRA,2021-12-01,310770495,164159539,134636857,16866381,1283888,873043,144.33,76.24,62.53,7.83,4055,134726,0.063
Brazil,BRA,2021-12-02,311950389,164290464,135324508,17229559,1179894,921029,144.88,76.3,62.85,8.0,4278,135378,0.063
Brazil,BRA,2021-12-03,313665030,164457496,136438552,17665501,1714641,989021,145.68,76.38,63.37,8.2,4593,130099,0.06
Brazil,BRA,2021-12-04,314450780,164543599,136830588,17974402,785750,1035066,146.04,76.42,63.55,8.35,4807,133764,0.062
Brazil,BRA,2021-12-05,314612221,164589731,136905306,18014777,161441,1004119,146.12,76.44,63.58,8.37,4664,129284,0.06
Brazil,BRA,2021-12-06,315518302,164604790,137355248,18457123,906081,1100068,146.54,76.45,63.79,8.57,5109,128311,0.06
Brazil,BRA,2021-12-07,316677030,164711745,137905915,18958874,1158728,1027203,147.08,76.5,64.05,8.81,4771,112178,0.052
Brazil,BRA,2021-12-08,317474217,164800426,138249795,19322836,797187,957675,147.45,76.54,64.21,8.97,4448,91555,0.043
Brazil,BRA,2021-12-09,318799260,164914808,138924356,19859727,1325043,978410,148.06,76.59,64.52,9.22,4544,89192,0.041
Brazil,BRA,2021-12-10,319739095,,139320682,20304256,939835,867724,148.5,,64.71,9.43,4030,65877,0.031
Brazil,BRA,2021-12-11,319980117,,139389518,20456996,241022,789905,148.61,,64.74,9.5,3669,54123,0.025
Brazil,BRA,2021-12-12,320112450,,139421689,20544800,132333,785747,148.67,,64.75,9.54,3649,48079,0.022
Brazil,BRA,2021-12-13,320737938,,139783903,20966748,625488,745662,148.96,,64.92,9.74,3463,46475,0.022
Brazil,BRA,2021-12-14,321601407,164933940,140151965,21417495,863469,703482,149.36,76.6,65.09,9.95,3267,31742,0.015
Brazil,BRA,2021-12-15,322902290,165135181,140902990,21767091,1300883,775439,149.97,76.7,65.44,10.11,3601,47822,0.022
Brazil,BRA,2021-12-16,323831095,165279022,141175069,22280659,928805,718834,150.4,76.76,65.57,10.35,3339,52031,0.024
Brazil,BRA,2021-12-17,324589549,165393977,141411665,22689115,758454,692922,150.75,76.82,65.68,10.54,3218,67906,0.032
Brazil,BRA,2021-12-18,324798686,165409165,141474540,22820476,209137,688367,150.85,76.82,65.71,10.6,3197,69529,0.032
Brazil,BRA,2021-12-19,324846680,165417886,141488098,22846232,47994,676319,150.87,76.83,65.71,10.61,3141,70228,0.033
Brazil,BRA,2021-12-20,325593485,165471288,141702263,23326643,746805,693650,151.22,76.85,65.81,10.83,3222,77311,0.036
Brazil,BRA,2021-12-21,326335565,165554570,141915573,23775890,742080,676308,151.56,76.89,65.91,11.04,3141,88661,0.041
Brazil,BRA,2021-12-22,327562756,165836442,142378728,24268862,1227191,665781,152.13,77.02,66.13,11.27,3092,100180,0.047
Brazil,BRA,2021-12-23,328473878,165894312,,24687765,911122,663255,152.56,77.05,,11.47,3080,87899,0.041
Brazil,BRA,2021-12-24,,,,,,574100,,,,,2666,73538,0.034
Brazil,BRA,2021-12-25,,,,,,563419,,,,,2617,73430,0.034
Brazil,BRA,2021-12-26,,,,,,575759,,,,,2674,74246,0.034
Brazil,BRA,2021-12-27,329011365,165952037,142764283,25218893,,488269,152.81,77.07,66.31,11.71,2268,68678,0.032
Brazil,BRA,2021-12-28,329861730,166062249,142965728,25758909,850365,503738,153.2,77.13,66.4,11.96,2340,72526,0.034
Brazil,BRA,2021-12-29,330718457,166143380,143282084,26219623,856727,450814,153.6,77.16,66.55,12.18,2094,43848,0.02
Brazil,BRA,2021-12-30,331164041,166185628,143398692,26507937,445584,384309,153.81,77.18,66.6,12.31,1785,41617,0.019
Brazil,BRA,2021-12-31,331273910,166195505,143436012,26571077,109869,380809,153.86,77.19,66.62,12.34,1769,40966,0.019
Brazil,BRA,2022-01-01,331292259,166199307,143441284,26580353,18349,364234,153.87,77.19,66.62,12.34,1692,39448,0.018
Brazil,BRA,2022-01-02,331335826,166206716,143462401,26595450,43567,351262,153.89,77.19,66.63,12.35,1631,38444,0.018
Brazil,BRA,2022-01-03,332076818,166320650,143723393,27021302,740992,437922,154.23,77.25,66.75,12.55,2034,52659,0.024
Brazil,BRA,2022-01-04,332903332,166426973,143762375,27644424,826514,434515,154.61,77.3,66.77,12.84,2018,52103,0.024
Brazil,BRA,2022-01-05,333627875,166475764,143877220,28208100,724543,415631,154.95,77.32,66.82,13.1,1930,47483,0.022
Brazil,BRA,2022-01-06,,,,,,427514,,,,,1986,46546,0.022
Brazil,BRA,2022-01-07,,,,,,487356,,,,,2263,50234,0.023
Brazil,BRA,2022-01-08,,,,,,560272,,,,,2602,54789,0.025
Brazil,BRA,2022-01-09,335742922,166618516,144380523,29681866,,629585,155.93,77.38,67.06,13.79,2924,58829,0.027
Brazil,BRA,2022-01-10,336825920,166713275,144723824,30328376,1082998,678443,156.44,77.43,67.22,14.09,3151,56089,0.026
Brazil,BRA,2022-01-11,337655171,166769657,144866950,30964122,829251,678834,156.82,77.45,67.28,14.38,3153,48955,0.023
Brazil,BRA,2022-01-12,338386118,166772188,145005051,31555580,730947,679749,157.16,77.46,67.35,14.66,3157,42346,0.02
Brazil,BRA,2022-01-13,339257036,166833338,145252463,32119256,870918,728628,157.56,77.48,67.46,14.92,3384,45984,0.021
Brazil,BRA,2022-01-14,339988963,166870347,145379254,32689339,731927,757652,157.9,77.5,67.52,15.18,3519,46172,0.021
Brazil,BRA,2022-01-15,340281915,166909237,145459361,32865633,292952,723965,158.04,77.52,67.56,15.26,3362,46630,0.022
Brazil,BRA,2022-01-16,343352666,167093156,146291728,34925304,3070751,1087106,159.47,77.6,67.94,16.22,5049,67806,0.031
Brazil,BRA,2022-01-17,347329271,167330250,147223765,37734662,3976605,1500479,161.31,77.71,68.38,17.53,6969,88139,0.041
Brazil,BRA,2022-01-18,348164653,167385859,147536850,38204173,835382,1501355,161.7,77.74,68.52,17.74,6973,88029,0.041
Brazil,BRA,2022-01-19,349495232,167547304,147737978,39175254,1330579,1587016,162.32,77.82,68.62,18.19,7371,110731,0.051
Brazil,BRA,2022-01-20,350629268,167751970,148043971,39815665,1134036,1624605,162.85,77.91,68.76,18.49,7545,131233,0.061
Brazil,BRA,2022-01-21,351485976,167875050,148225622,40368648,856708,1642430,163.24,77.97,68.84,18.75,7628,143529,0.067
Brazil,BRA,2022-01-22,352744905,168014778,148534163,41179575,1258929,1780427,163.83,78.03,68.99,19.13,8269,157934,0.073
Brazil,BRA,2022-01-23,352952210,168090877,148571660,41273385,207305,1371363,163.92,78.07,69.0,19.17,6369,142532,0.066
Brazil,BRA,2022-01-24,354878131,168341120,148929430,42592544,1925921,1078409,164.82,78.18,69.17,19.78,5009,144410,0.067
Brazil,BRA,2022-01-25,355987219,168546490,149165531,43260640,1109088,1117509,165.33,78.28,69.28,20.09,5190,165804,0.077
Brazil,BRA,2022-01-26,357132990,168921071,149273731,43930017,1145771,1091108,165.87,78.45,69.33,20.4,5068,196252,0.091
Brazil,BRA,2022-01-27,358789930,169261105,149542396,44986684,1656940,1165809,166.64,78.61,69.45,20.89,5414,215591,0.1
Brazil,BRA,2022-01-28,360492730,169619416,149714068,46174206,1702800,1286679,167.43,78.78,69.53,21.45,5976,249195,0.116
Brazil,BRA,2022-01-29,361165196,169825847,149779557,46576117,672466,1202899,167.74,78.87,69.56,21.63,5587,258724,0.12
Brazil,BRA,2022-01-30,361309679,169865538,149793528,46667050,144483,1193924,167.81,78.89,69.57,21.67,5545,253523,0.118
Brazil,BRA,2022-01-31,362503209,170322125,149930855,47268419,1193530,1089297,168.36,79.1,69.63,21.95,5059,283001,0.131
Brazil,BRA,2022-02-01,363827251,170599221,150040841,48206588,1324042,1120005,168.98,79.23,69.68,22.39,5202,293247,0.136
Brazil,BRA,2022-02-02,365113872,170911850,150259405,48964197,1286621,1140126,169.57,79.38,69.79,22.74,5295,284397,0.132
Brazil,BRA,2022-02-03,366488450,171219037,150497414,49796615,1374578,1099789,170.21,79.52,69.9,23.13,5108,279705,0.13
Brazil,BRA,2022-02-04,367778211,171783306,150682483,50350832,1289761,1040783,170.81,79.78,69.98,23.38,4834,309127,0.144
Brazil,BRA,2022-02-05,368572365,172107474,150764876,50739982,794154,1058167,171.18,79.93,70.02,23.57,4915,325947,0.151
